content,score,at,case_folding,cleansing,tokenizing,stopword_removal,stemming,hasil_preprocessing
sangat membantu dan cepat prosesnya,5,2025-03-26 12:17:11,sangat membantu dan cepat prosesnya,sangat membantu dan cepat prosesnya,"['sangat', 'membantu', 'dan', 'cepat', 'prosesnya']","['sangat', 'membantu', 'cepat', 'prosesnya']","['sangat', 'bantu', 'cepat', 'proses']",sangat bantu cepat proses
harga tiket lebaran gila²an.. dapat tiket pas lebaran.. sekalian potong point.. lumayan jg potongan nya gk terlalu banyak keluar duit,5,2025-03-26 06:03:51,harga tiket lebaran gila²an.. dapat tiket pas lebaran.. sekalian potong point.. lumayan jg potongan nya gk terlalu banyak keluar duit,harga tiket lebaran gila an dapat tiket pas lebaran sekalian potong point lumayan jg potongan nya gk terlalu banyak keluar duit,"['harga', 'tiket', 'lebaran', 'gila', 'an', 'dapat', 'tiket', 'pas', 'lebaran', 'sekalian', 'potong', 'point', 'lumayan', 'jg', 'potongan', 'nya', 'gk', 'terlalu', 'banyak', 'keluar', 'duit']","['harga', 'tiket', 'lebaran', 'gila', 'an', 'tiket', 'pas', 'lebaran', 'sekalian', 'potong', 'point', 'lumayan', 'jg', 'potongan', 'nya', 'gk', 'terlalu', 'banyak', 'keluar', 'duit']","['harga', 'tiket', 'lebaran', 'gila', 'an', 'tiket', 'pas', 'lebaran', 'sekali', 'potong', 'point', 'lumayan', 'jg', 'potong', 'nya', 'gk', 'terlalu', 'banyak', 'keluar', 'duit']",harga tiket lebaran gila an tiket pas lebaran sekali potong point lumayan jg potong nya gk terlalu banyak keluar duit
Alhamdulilah akun sangat bagus min banyakin kerja sama dengan ewalet dong biar gampang milih pembayarany.terima kasih,5,2025-03-26 03:46:15,alhamdulilah akun sangat bagus min banyakin kerja sama dengan ewalet dong biar gampang milih pembayarany.terima kasih,alhamdulilah akun sangat bagus min banyakin kerja sama dengan ewalet dong biar gampang milih pembayarany terima kasih,"['alhamdulilah', 'akun', 'sangat', 'bagus', 'min', 'banyakin', 'kerja', 'sama', 'dengan', 'ewalet', 'dong', 'biar', 'gampang', 'milih', 'pembayarany', 'terima', 'kasih']","['alhamdulilah', 'akun', 'sangat', 'bagus', 'min', 'banyakin', 'kerja', 'sama', 'ewalet', 'dong', 'biar', 'gampang', 'milih', 'pembayarany', 'terima', 'kasih']","['alhamdulilah', 'akun', 'sangat', 'bagus', 'min', 'banyakin', 'kerja', 'sama', 'ewalet', 'dong', 'biar', 'gampang', 'milih', 'pembayarany', 'terima', 'kasih']",alhamdulilah akun sangat bagus min banyakin kerja sama ewalet dong biar gampang milih pembayarany terima kasih
gada pun pilihan pelabuhan di kota Batam,2,2025-03-25 20:11:42,gada pun pilihan pelabuhan di kota batam,gada pun pilihan pelabuhan di kota batam,"['gada', 'pun', 'pilihan', 'pelabuhan', 'di', 'kota', 'batam']","['gada', 'pilihan', 'pelabuhan', 'kota', 'batam']","['gada', 'pilih', 'labuh', 'kota', 'batam']",gada pilih labuh kota batam
mantap,5,2025-03-25 15:22:14,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
loading nya lama bangeeet,1,2025-03-25 13:13:52,loading nya lama bangeeet,loading nya lama bangeeet,"['loading', 'nya', 'lama', 'bangeeet']","['loading', 'nya', 'lama', 'bangeeet']","['loading', 'nya', 'lama', 'bangeeet']",loading nya lama bangeeet
mudah dan terpercaya,5,2025-03-25 11:37:31,mudah dan terpercaya,mudah dan terpercaya,"['mudah', 'dan', 'terpercaya']","['mudah', 'terpercaya']","['mudah', 'percaya']",mudah percaya
apk tidak bisa menggunakan data seluler,1,2025-03-25 10:51:14,apk tidak bisa menggunakan data seluler,apk tidak bisa menggunakan data seluler,"['apk', 'tidak', 'bisa', 'menggunakan', 'data', 'seluler']","['apk', 'menggunakan', 'data', 'seluler']","['apk', 'guna', 'data', 'seluler']",apk guna data seluler
"opsi pelabuhan lembar tidak ada,",3,2025-03-25 10:50:39,"opsi pelabuhan lembar tidak ada,",opsi pelabuhan lembar tidak ada,"['opsi', 'pelabuhan', 'lembar', 'tidak', 'ada']","['opsi', 'pelabuhan', 'lembar']","['opsi', 'labuh', 'lembar']",opsi labuh lembar
mantap,5,2025-03-25 10:40:32,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
tingkatkan pelayanan ketika ada komplain dari pelanggan,4,2025-03-24 22:09:25,tingkatkan pelayanan ketika ada komplain dari pelanggan,tingkatkan pelayanan ketika ada komplain dari pelanggan,"['tingkatkan', 'pelayanan', 'ketika', 'ada', 'komplain', 'dari', 'pelanggan']","['tingkatkan', 'pelayanan', 'komplain', 'pelanggan']","['tingkat', 'layan', 'komplain', 'langgan']",tingkat layan komplain langgan
good,5,2025-03-24 21:16:52,good,good,['good'],['good'],['good'],good
termurah,5,2025-03-24 20:38:04,termurah,termurah,['termurah'],['termurah'],['murah'],murah
bagus ya,3,2025-03-24 07:50:09,bagus ya,bagus ya,"['bagus', 'ya']",['bagus'],['bagus'],bagus
ok bgt,5,2025-03-24 06:34:26,ok bgt,ok bgt,"['ok', 'bgt']",['bgt'],['bgt'],bgt
"aplikasi jelek...👎 penulisan nama dan no nik tersamar saya jadi rugi karena tersamar saya jadi salah tulis nama...👎 boss, cs kenapa malas?👎 mau konfirmasi Masalah pesanan kepana harus ketemu chat bot?👎 apakah pegawai cs nya sudah hilangkan? 🤣 untuk penghematan uang gaji karyawan kah?...🤣 kalau gitu dihapus saja vitur chat nya...👌 perlu di update...👌",1,2025-03-23 22:44:18,"aplikasi jelek...👎 penulisan nama dan no nik tersamar saya jadi rugi karena tersamar saya jadi salah tulis nama...👎 boss, cs kenapa malas?👎 mau konfirmasi masalah pesanan kepana harus ketemu chat bot?👎 apakah pegawai cs nya sudah hilangkan? 🤣 untuk penghematan uang gaji karyawan kah?...🤣 kalau gitu dihapus saja vitur chat nya...👌 perlu di update...👌",aplikasi jelek penulisan nama dan no nik tersamar saya jadi rugi karena tersamar saya jadi salah tulis nama boss cs kenapa malas mau konfirmasi masalah pesanan kepana harus ketemu chat bot apakah pegawai cs nya sudah hilangkan untuk penghematan uang gaji karyawan kah kalau gitu dihapus saja vitur chat nya perlu di update,"['aplikasi', 'jelek', 'penulisan', 'nama', 'dan', 'no', 'nik', 'tersamar', 'saya', 'jadi', 'rugi', 'karena', 'tersamar', 'saya', 'jadi', 'salah', 'tulis', 'nama', 'boss', 'cs', 'kenapa', 'malas', 'mau', 'konfirmasi', 'masalah', 'pesanan', 'kepana', 'harus', 'ketemu', 'chat', 'bot', 'apakah', 'pegawai', 'cs', 'nya', 'sudah', 'hilangkan', 'untuk', 'penghematan', 'uang', 'gaji', 'karyawan', 'kah', 'kalau', 'gitu', 'dihapus', 'saja', 'vitur', 'chat', 'nya', 'perlu', 'di', 'update']","['aplikasi', 'jelek', 'penulisan', 'nama', 'no', 'nik', 'tersamar', 'jadi', 'rugi', 'tersamar', 'jadi', 'salah', 'tulis', 'nama', 'boss', 'cs', 'malas', 'mau', 'konfirmasi', 'masalah', 'pesanan', 'kepana', 'ketemu', 'chat', 'bot', 'pegawai', 'cs', 'nya', 'hilangkan', 'penghematan', 'uang', 'gaji', 'karyawan', 'kalau', 'gitu', 'dihapus', 'vitur', 'chat', 'nya', 'perlu', 'update']","['aplikasi', 'jelek', 'tulis', 'nama', 'no', 'nik', 'samar', 'jadi', 'rugi', 'samar', 'jadi', 'salah', 'tulis', 'nama', 'boss', 'cs', 'malas', 'mau', 'konfirmasi', 'masalah', 'pesan', 'pana', 'ketemu', 'chat', 'bot', 'pegawai', 'cs', 'nya', 'hilang', 'hemat', 'uang', 'gaji', 'karyawan', 'kalau', 'gitu', 'hapus', 'vitur', 'chat', 'nya', 'perlu', 'update']",aplikasi jelek tulis nama no nik samar jadi rugi samar jadi salah tulis nama boss cs malas mau konfirmasi masalah pesan pana ketemu chat bot pegawai cs nya hilang hemat uang gaji karyawan kalau gitu hapus vitur chat nya perlu update
cepat akaesnya sayang nya promo tidak merata,5,2025-03-23 18:32:18,cepat akaesnya sayang nya promo tidak merata,cepat akaesnya sayang nya promo tidak merata,"['cepat', 'akaesnya', 'sayang', 'nya', 'promo', 'tidak', 'merata']","['cepat', 'akaesnya', 'sayang', 'nya', 'promo', 'merata']","['cepat', 'akaesnya', 'sayang', 'nya', 'promo', 'rata']",cepat akaesnya sayang nya promo rata
terbaik,5,2025-03-23 18:29:45,terbaik,terbaik,['terbaik'],['terbaik'],['baik'],baik
sangat baik,5,2025-03-23 13:48:02,sangat baik,sangat baik,"['sangat', 'baik']","['sangat', 'baik']","['sangat', 'baik']",sangat baik
Proses Refund kurang lebih 6 jam setelah proses pengajuan. Refund lsg ke no.rek jumlah full 100%,4,2025-03-23 12:20:49,proses refund kurang lebih 6 jam setelah proses pengajuan. refund lsg ke no.rek jumlah full 100%,proses refund kurang lebih jam setelah proses pengajuan refund lsg ke no rek jumlah full,"['proses', 'refund', 'kurang', 'lebih', 'jam', 'setelah', 'proses', 'pengajuan', 'refund', 'lsg', 'ke', 'no', 'rek', 'jumlah', 'full']","['proses', 'refund', 'kurang', 'lebih', 'jam', 'proses', 'pengajuan', 'refund', 'lsg', 'no', 'rek', 'jumlah', 'full']","['proses', 'refund', 'kurang', 'lebih', 'jam', 'proses', 'aju', 'refund', 'lsg', 'no', 'rek', 'jumlah', 'full']",proses refund kurang lebih jam proses aju refund lsg no rek jumlah full
baik,5,2025-03-23 08:09:33,baik,baik,['baik'],['baik'],['baik'],baik
fast response dan sangat membantu dlm aktivitas,5,2025-03-22 22:28:15,fast response dan sangat membantu dlm aktivitas,fast response dan sangat membantu dlm aktivitas,"['fast', 'response', 'dan', 'sangat', 'membantu', 'dlm', 'aktivitas']","['fast', 'response', 'sangat', 'membantu', 'dlm', 'aktivitas']","['fast', 'response', 'sangat', 'bantu', 'dlm', 'aktivitas']",fast response sangat bantu dlm aktivitas
terima kasih sudah membantu untuk reschedule karena salah pilih tanggal. pelayanan sangat cepat dan memuaskan,5,2025-03-22 18:09:38,terima kasih sudah membantu untuk reschedule karena salah pilih tanggal. pelayanan sangat cepat dan memuaskan,terima kasih sudah membantu untuk reschedule karena salah pilih tanggal pelayanan sangat cepat dan memuaskan,"['terima', 'kasih', 'sudah', 'membantu', 'untuk', 'reschedule', 'karena', 'salah', 'pilih', 'tanggal', 'pelayanan', 'sangat', 'cepat', 'dan', 'memuaskan']","['terima', 'kasih', 'membantu', 'reschedule', 'salah', 'pilih', 'tanggal', 'pelayanan', 'sangat', 'cepat', 'memuaskan']","['terima', 'kasih', 'bantu', 'reschedule', 'salah', 'pilih', 'tanggal', 'layan', 'sangat', 'cepat', 'muas']",terima kasih bantu reschedule salah pilih tanggal layan sangat cepat muas
lebih murah dan banyak pilihan,5,2025-03-22 17:58:38,lebih murah dan banyak pilihan,lebih murah dan banyak pilihan,"['lebih', 'murah', 'dan', 'banyak', 'pilihan']","['lebih', 'murah', 'banyak', 'pilihan']","['lebih', 'murah', 'banyak', 'pilih']",lebih murah banyak pilih
"Sangat kecewa. booking antar jemput bandara. baca syarat dan ketentuan pada saat booking dimana pembatalan tidak bisa dilakukan 1 jam sebelum keberangkata. tiba"" ada ketentuan baru kalau pembatalan tidak bisa dilakukan H-7 ketentuan yang berubah ini sangat merugikan dicoba untuk reschedule juga tidak bisa mohon untuk tidak melakukan perubahan ketentuan karena ini sangat merugikan customer",1,2025-03-22 08:59:47,"sangat kecewa. booking antar jemput bandara. baca syarat dan ketentuan pada saat booking dimana pembatalan tidak bisa dilakukan 1 jam sebelum keberangkata. tiba"" ada ketentuan baru kalau pembatalan tidak bisa dilakukan h-7 ketentuan yang berubah ini sangat merugikan dicoba untuk reschedule juga tidak bisa mohon untuk tidak melakukan perubahan ketentuan karena ini sangat merugikan customer",sangat kecewa booking antar jemput bandara baca syarat dan ketentuan pada saat booking dimana pembatalan tidak bisa dilakukan jam sebelum keberangkata tiba ada ketentuan baru kalau pembatalan tidak bisa dilakukan h ketentuan yang berubah ini sangat merugikan dicoba untuk reschedule juga tidak bisa mohon untuk tidak melakukan perubahan ketentuan karena ini sangat merugikan customer,"['sangat', 'kecewa', 'booking', 'antar', 'jemput', 'bandara', 'baca', 'syarat', 'dan', 'ketentuan', 'pada', 'saat', 'booking', 'dimana', 'pembatalan', 'tidak', 'bisa', 'dilakukan', 'jam', 'sebelum', 'keberangkata', 'tiba', 'ada', 'ketentuan', 'baru', 'kalau', 'pembatalan', 'tidak', 'bisa', 'dilakukan', 'h', 'ketentuan', 'yang', 'berubah', 'ini', 'sangat', 'merugikan', 'dicoba', 'untuk', 'reschedule', 'juga', 'tidak', 'bisa', 'mohon', 'untuk', 'tidak', 'melakukan', 'perubahan', 'ketentuan', 'karena', 'ini', 'sangat', 'merugikan', 'customer']","['sangat', 'kecewa', 'booking', 'antar', 'jemput', 'bandara', 'baca', 'syarat', 'ketentuan', 'booking', 'pembatalan', 'dilakukan', 'jam', 'keberangkata', 'tiba', 'ketentuan', 'baru', 'kalau', 'pembatalan', 'dilakukan', 'h', 'ketentuan', 'berubah', 'sangat', 'merugikan', 'dicoba', 'reschedule', 'mohon', 'melakukan', 'perubahan', 'ketentuan', 'sangat', 'merugikan', 'customer']","['sangat', 'kecewa', 'booking', 'antar', 'jemput', 'bandara', 'baca', 'syarat', 'tentu', 'booking', 'batal', 'laku', 'jam', 'keberangkata', 'tiba', 'tentu', 'baru', 'kalau', 'batal', 'laku', 'h', 'tentu', 'ubah', 'sangat', 'rugi', 'coba', 'reschedule', 'mohon', 'laku', 'ubah', 'tentu', 'sangat', 'rugi', 'customer']",sangat kecewa booking antar jemput bandara baca syarat tentu booking batal laku jam keberangkata tiba tentu baru kalau batal laku h tentu ubah sangat rugi coba reschedule mohon laku ubah tentu sangat rugi customer
AlhmDulilah Lnjutkan P4omo Hotel Nyq Bos Ku.,3,2025-03-22 07:11:46,alhmdulilah lnjutkan p4omo hotel nyq bos ku.,alhmdulilah lnjutkan p omo hotel nyq bos ku,"['alhmdulilah', 'lnjutkan', 'p', 'omo', 'hotel', 'nyq', 'bos', 'ku']","['alhmdulilah', 'lnjutkan', 'p', 'omo', 'hotel', 'nyq', 'bos', 'ku']","['alhmdulilah', 'lnjutkan', 'p', 'omo', 'hotel', 'nyq', 'bos', 'ku']",alhmdulilah lnjutkan p omo hotel nyq bos ku
kereeeeennnn,5,2025-03-22 05:44:39,kereeeeennnn,kereeeeennnn,['kereeeeennnn'],['kereeeeennnn'],['kereeeeennnn'],kereeeeennnn
mantap,5,2025-03-21 20:47:19,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
gimana sih waktu mau insert kota penjemputan gabisa,2,2025-03-21 18:34:42,gimana sih waktu mau insert kota penjemputan gabisa,gimana sih waktu mau insert kota penjemputan gabisa,"['gimana', 'sih', 'waktu', 'mau', 'insert', 'kota', 'penjemputan', 'gabisa']","['gimana', 'sih', 'waktu', 'mau', 'insert', 'kota', 'penjemputan', 'gabisa']","['gimana', 'sih', 'waktu', 'mau', 'insert', 'kota', 'jemput', 'gabisa']",gimana sih waktu mau insert kota jemput gabisa
"aplikasi aneh, sudah melakukan pembayaran sesuai waktu yg ditentukan tp malah di refund gara2 hotel gagal menerbitkan tiket????? refund nya ke bliblipay lagi????? anehhhhhhh!!!!!!!!",1,2025-03-21 17:30:06,"aplikasi aneh, sudah melakukan pembayaran sesuai waktu yg ditentukan tp malah di refund gara2 hotel gagal menerbitkan tiket????? refund nya ke bliblipay lagi????? anehhhhhhh!!!!!!!!",aplikasi aneh sudah melakukan pembayaran sesuai waktu yg ditentukan tp malah di refund gara hotel gagal menerbitkan tiket refund nya ke bliblipay lagi anehhhhhhh,"['aplikasi', 'aneh', 'sudah', 'melakukan', 'pembayaran', 'sesuai', 'waktu', 'yg', 'ditentukan', 'tp', 'malah', 'di', 'refund', 'gara', 'hotel', 'gagal', 'menerbitkan', 'tiket', 'refund', 'nya', 'ke', 'bliblipay', 'lagi', 'anehhhhhhh']","['aplikasi', 'aneh', 'melakukan', 'pembayaran', 'sesuai', 'waktu', 'yg', 'ditentukan', 'tp', 'malah', 'refund', 'gara', 'hotel', 'gagal', 'menerbitkan', 'tiket', 'refund', 'nya', 'bliblipay', 'anehhhhhhh']","['aplikasi', 'aneh', 'laku', 'bayar', 'sesuai', 'waktu', 'yg', 'tentu', 'tp', 'malah', 'refund', 'gara', 'hotel', 'gagal', 'terbit', 'tiket', 'refund', 'nya', 'bliblipay', 'anehhhhhhh']",aplikasi aneh laku bayar sesuai waktu yg tentu tp malah refund gara hotel gagal terbit tiket refund nya bliblipay anehhhhhhh
pengalaman yang kurang mengenakan tiket kupu-kupu ayu pas datang ke loket terminal kampung rambutan agen nya tidak ada yg di tempat....,1,2025-03-21 13:47:42,pengalaman yang kurang mengenakan tiket kupu-kupu ayu pas datang ke loket terminal kampung rambutan agen nya tidak ada yg di tempat....,pengalaman yang kurang mengenakan tiket kupu kupu ayu pas datang ke loket terminal kampung rambutan agen nya tidak ada yg di tempat,"['pengalaman', 'yang', 'kurang', 'mengenakan', 'tiket', 'kupu', 'kupu', 'ayu', 'pas', 'datang', 'ke', 'loket', 'terminal', 'kampung', 'rambutan', 'agen', 'nya', 'tidak', 'ada', 'yg', 'di', 'tempat']","['pengalaman', 'kurang', 'mengenakan', 'tiket', 'kupu', 'kupu', 'ayu', 'pas', 'datang', 'loket', 'terminal', 'kampung', 'rambutan', 'agen', 'nya', 'yg', 'tempat']","['alam', 'kurang', 'kena', 'tiket', 'kupu', 'kupu', 'ayu', 'pas', 'datang', 'loket', 'terminal', 'kampung', 'rambutan', 'agen', 'nya', 'yg', 'tempat']",alam kurang kena tiket kupu kupu ayu pas datang loket terminal kampung rambutan agen nya yg tempat
"hati-hati dah sama aplikasi ini, ngga solutif blass, pembayaran berhasil tapi E-tiket nya tidak terbit. uasuuuu tenan",1,2025-03-21 13:47:39,"hati-hati dah sama aplikasi ini, ngga solutif blass, pembayaran berhasil tapi e-tiket nya tidak terbit. uasuuuu tenan",hati hati dah sama aplikasi ini ngga solutif blass pembayaran berhasil tapi e tiket nya tidak terbit uasuuuu tenan,"['hati', 'hati', 'dah', 'sama', 'aplikasi', 'ini', 'ngga', 'solutif', 'blass', 'pembayaran', 'berhasil', 'tapi', 'e', 'tiket', 'nya', 'tidak', 'terbit', 'uasuuuu', 'tenan']","['hati', 'hati', 'dah', 'sama', 'aplikasi', 'ngga', 'solutif', 'blass', 'pembayaran', 'berhasil', 'e', 'tiket', 'nya', 'terbit', 'uasuuuu', 'tenan']","['hati', 'hati', 'dah', 'sama', 'aplikasi', 'ngga', 'solutif', 'blass', 'bayar', 'hasil', 'e', 'tiket', 'nya', 'terbit', 'uasuuuu', 'tenan']",hati hati dah sama aplikasi ngga solutif blass bayar hasil e tiket nya terbit uasuuuu tenan
"aplikasi kocak, TERUTAMA MASALAH REFUND sulit banget sampai masalah hak waris juga, JANGAN BELI DI TIKET. COM, kalo kalian gamau nyesel",1,2025-03-21 11:23:44,"aplikasi kocak, terutama masalah refund sulit banget sampai masalah hak waris juga, jangan beli di tiket. com, kalo kalian gamau nyesel",aplikasi kocak terutama masalah refund sulit banget sampai masalah hak waris juga jangan beli di tiket com kalo kalian gamau nyesel,"['aplikasi', 'kocak', 'terutama', 'masalah', 'refund', 'sulit', 'banget', 'sampai', 'masalah', 'hak', 'waris', 'juga', 'jangan', 'beli', 'di', 'tiket', 'com', 'kalo', 'kalian', 'gamau', 'nyesel']","['aplikasi', 'kocak', 'terutama', 'masalah', 'refund', 'sulit', 'banget', 'masalah', 'hak', 'waris', 'jangan', 'beli', 'tiket', 'com', 'kalo', 'kalian', 'gamau', 'nyesel']","['aplikasi', 'kocak', 'utama', 'masalah', 'refund', 'sulit', 'banget', 'masalah', 'hak', 'waris', 'jangan', 'beli', 'tiket', 'com', 'kalo', 'kalian', 'gamau', 'nyesel']",aplikasi kocak utama masalah refund sulit banget masalah hak waris jangan beli tiket com kalo kalian gamau nyesel
harganya makin mahal padahal sudah diumumkan akan turun harga jika mau lebaran,1,2025-03-21 01:06:14,harganya makin mahal padahal sudah diumumkan akan turun harga jika mau lebaran,harganya makin mahal padahal sudah diumumkan akan turun harga jika mau lebaran,"['harganya', 'makin', 'mahal', 'padahal', 'sudah', 'diumumkan', 'akan', 'turun', 'harga', 'jika', 'mau', 'lebaran']","['harganya', 'makin', 'mahal', 'padahal', 'diumumkan', 'turun', 'harga', 'mau', 'lebaran']","['harga', 'makin', 'mahal', 'padahal', 'umum', 'turun', 'harga', 'mau', 'lebaran']",harga makin mahal padahal umum turun harga mau lebaran
oke,5,2025-03-20 21:24:26,oke,oke,['oke'],['oke'],['oke'],oke
harga yg ditawarkan jauh lebih murah dari aplikasi lain,5,2025-03-20 19:26:39,harga yg ditawarkan jauh lebih murah dari aplikasi lain,harga yg ditawarkan jauh lebih murah dari aplikasi lain,"['harga', 'yg', 'ditawarkan', 'jauh', 'lebih', 'murah', 'dari', 'aplikasi', 'lain']","['harga', 'yg', 'ditawarkan', 'jauh', 'lebih', 'murah', 'aplikasi']","['harga', 'yg', 'tawar', 'jauh', 'lebih', 'murah', 'aplikasi']",harga yg tawar jauh lebih murah aplikasi
mantap,5,2025-03-20 14:38:23,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
